Name	lat	lng	population
Rincón de Los Sauces	-37.39844	-68.92874	608
La Adela	-38.98333	-64.08333	114
José C. Paz	-34.51541	-58.76813	24
Aūa	-14.27611	-170.66389	19
Vaitogi	-14.35889	-170.73472	-9999
Vailoatai	-14.36111	-170.78222	16
Taulaga	-11.05528	-171.08833	8
Ta`ū	-14.23361	-169.51444	12
Tāfuna	-14.33583	-170.72	13
Faleniu	-14.3325	-170.74444	53
Fagatogo	-14.2825	-170.69	141
Faleāsao	-14.2222	-169.51278	28
Leone	-14.34389	-170.785	21
Malaeimi	-14.32278	-170.73389	41
Mapusagafou	-14.33056	-170.75278	111
Ofu	-14.17528	-169.6775	17
Pago Pago	-14.27806	-170.7025	144
Neu-Guntramsdorf	48.0642	16.31573	192
Kleinarl	47.27725	13.31955	1001
Edelstauden	46.98333	15.61667	404
Neuhaus am Klausenbach	46.86667	16.03333	312
Millstatt	46.80417	13.58056	695
Zwölfaxing	48.1099	16.46267	167
Zwettl Stadt	48.60726	15.16714	537
Zwettl an der Rodl	48.46552	14.27133	617
Zwentendorf	48.3453	15.91026	184
Zurndorf	47.98314	17.00315	137
Zöblen	47.50772	10.47971	1089
Zöbern	47.51459	16.13111	630
Zistersdorf	48.54252	16.76136	188
Zirl	47.2741	11.23961	637
Zillingtal	47.81442	16.40928	214
Zillingdorf	47.85	16.33333	238
Ziersdorf	48.5303	15.92691	235
Zeutschach	47.06667	14.36667	1038
Zettling	46.9522	15.4342	327
Zerlach	46.94593	15.65093	336
Zeltweg	47.18333	14.75	652
Zellerndorf	48.69657	15.95841	224
Zellberg	47.23333	11.85	1322
Zell an der Pram	48.31625	13.62923	366
Zell am Ziller	47.23333	11.88333	578
Zell am See	47.32306	12.79839	735
Zell am Pettenfirst	48.08009	13.59936	568
Zell am Moos	47.9	13.31667	574
Zell	47.58333	12.15	516
Zeiselmauer	48.32852	16.17565	173
Zeillern	48.13029	14.8076	292
Zederhaus	47.1557	13.50576	1230
Zams	47.15844	10.5897	770
Zagersdorf	47.76471	16.51382	179
Ybbsitz	47.94745	14.8918	411
Ybbs an der Donau	48.16667	15.08333	218
Würmla	48.25497	15.86031	229
Würflach	47.77648	16.05463	401
Wundschuh	46.92639	15.45111	317
Wullersdorf	48.62792	16.10089	230
Wulkaprodersdorf	47.79753	16.50447	167
Wörth an der Lafnitz	47.21368	16.08081	304
Wörterberg	47.21667	16.1	390
Wörschach	47.55	14.15	644
Wörgl	47.48906	12.06174	506
Wördern	48.334	16.21016	171
Wöllersdorf	47.865	16.17119	318
Wolkersdorf im Weinviertel	48.38333	16.51667	173
Wolfurt	47.46667	9.75	413
Wolfsthal	48.13333	17	159
Wolfsgraben	48.1587	16.12098	323
Wolfsegg am Hausruck	48.10669	13.67274	633
Wolfsberg im Schwarzautal	46.84389	15.65889	289
Wolfsberg	46.84056	14.84417	461
Wolfsbach	48.06667	14.66667	337
Wolfpassing	48.07785	15.06453	298
Wölfnitz	46.66639	14.25806	458
Wolfau	47.25	16.1	370
Wippenham	48.2225	13.3792	425
Winzendorf	47.81154	16.113	328
Winklern bei Oberwölz	47.2	14.23333	977
Winklern	46.87361	12.87472	977
Winklarn	48.09135	14.84819	294
Windischgarsten	47.72223	14.32755	602
Windigsteig	48.76667	15.28333	485
Windhag	47.97906	14.80245	702
Windhaag bei Perg	48.28582	14.68091	517
Windhaag bei Freistadt	48.58774	14.56186	714
Winden am See	47.95	16.75	131
Wimpassing an der Leitha	47.91667	16.43333	207
Wimpassing	48.16667	13.98333	332
Wimpassing im Schwarzatale	47.70295	16.03334	394
Wilten	47.25829	11.38808	588
Willendorf am Steinfelde	47.78929	16.05686	391
Wilhelmsburg	48.10571	15.60539	320
Wilfleinsdorf	48.01667	16.71667	156
Wilfersdorf	48.58333	16.63333	206
Wildon	46.88333	15.51667	320
Wildermieming	47.31667	11.01667	858
Wildalpen	47.65	14.98333	818
Wiesmath	47.61667	16.28333	670
Wiesing	47.40486	11.79708	566
Wiesfleck	47.38458	16.14552	393
Wiesen	47.73776	16.33798	314
Wieselburg	48.13333	15.13333	258
Wies	46.72028	15.27194	334
Wienersdorf	48.00819	16.29169	204
Wiener Neustadt	47.80485	16.23196	270
Wiener Neudorf	48.08278	16.31384	202
Vienna	48.20849	16.37208	193
Weyregg	47.90294	13.57193	477
Weyer	47.85717	14.66409	404
Wetzelsdorf	47.05293	15.39923	362
Wettmannstätten	46.83056	15.38722	301
Westendorf	47.43208	12.21406	782
Wernstein am Inn	48.50802	13.461	320
Wernersdorf	46.71592	15.20718	383
Werndorf	46.92417	15.49083	309
Wernberg	46.61667	13.93333	530
Werfenweng	47.46204	13.25582	890
Werfen	47.47585	13.1902	547
Weppersdorf	47.57954	16.42679	300
Wenns	47.16667	10.73333	956
Weng im Innkreis	48.23508	13.17801	368
Wendling	48.23182	13.66622	409
Wels	48.16667	14.03333	317
Weiz	47.21667	15.61667	506
Weitra	48.7	14.88333	569
Weitersfelden	48.4773	14.72546	729
Weitersfeld	48.78097	15.81345	414
Weitensfeld	46.84743	14.19213	701
Weiten	48.29564	15.2601	344
Weistrach	48.05	14.58333	356
Weißkirchen in Steiermark	47.15	14.73333	690
Weisskirchen an der Traun	48.16202	14.12395	309
Weißenkirchen in der Wachau	48.3979	15.46931	218
Weißenbach bei Liezen	47.56667	14.21667	635
Weissenbach an der Triesting	47.98211	16.03935	357
Weissenbach am Lech	47.44162	10.64071	882
Weissach	47.57091	12.16255	499
Weinzierl bei Krems	48.4	15.6	207
Weinzierl am Walde	48.43211	15.4321	643
Weingraben	47.51393	16.36375	409
Weinburg am Saßbach	46.75361	15.72111	254
Weinburg	48.11351	15.53295	306
Weiler	47.29972	9.65	468
Weilbach	48.27725	13.37165	382
Weikersdorf am Steinfelde	47.80612	16.14389	303
Weikendorf	48.34438	16.76651	150
Weigelsdorf	47.95	16.4	202
Weidling	48.291	16.30865	198
Weiden bei Rechnitz	47.3	16.35	337
Weiden am See	47.92532	16.86899	126
Weichselbaum	46.9425	16.1875	237
Weibern	48.18333	13.7	439
Weer	47.30375	11.64498	631
Wattens	47.29419	11.5907	555
Wattenberg	47.28333	11.6	782
Wartmannstetten	47.69359	16.07506	403
Warth	47.65	16.11667	466
Warth	47.25	10.18333	1332
Wartberg ob der Aist	48.34792	14.50796	462
Wartberg an der Krems	47.98909	14.11863	378
Wartberg	47.52717	15.48095	579
Wängle	47.48658	10.68995	884
Wang	48.04538	15.02672	321
Waltendorf	47.06667	15.46667	377
Wals	47.78333	12.96667	439
Walpersbach	47.71667	16.23333	375
Wallsee	48.16667	14.71667	276
Wallern im Burgenland	47.72847	16.93706	118
Wallern an der Trattnach	48.23296	13.9462	300
Waldzell	48.13562	13.42701	511
Waldprechting	47.9	13.11667	530
Waldneukirchen	47.99854	14.25879	431
Waldkirchen an der Thaya	48.93333	15.35	487
Waldkirchen am Wesen	48.44059	13.82174	557
Walding	48.35209	14.1576	277
Wald im Pinzgau	47.25	12.23333	1033
Waldhausen	48.52183	15.2625	676
Waldenstein	48.72845	15.01419	578
Waldegg	47.86852	16.05154	373
Wald am Schoberpaß	47.44936	14.67567	843
Walchsee	47.65163	12.31868	663
Walchen	47.28822	12.68739	792
Waizenkirchen	48.33018	13.85754	368
Waiern	46.73028	14.08194	590
Waidring	47.58333	12.56667	796
Waidmannsfeld	47.87042	15.98116	475
Waidhofen an der Ybbs	47.96004	14.77361	360
Waidhofen an der Thaya	48.81667	15.28333	493
Wagram	48.23828	14.22996	274
Wagrain	47.33528	13.29889	849
Wagnitz	46.98333	15.46667	322
Wagna	46.76682	15.55906	263
Vösendorf	48.12107	16.34036	192
Murau	47.11056	14.16944	841
Vorderthiersee	47.58333	12.1	823
Vordernberg	47.48809	14.99436	827
Vorderhornbach	47.37009	10.53947	976
Vorchdorf	48.00388	13.92122	410
Vorau	47.40548	15.88754	650
Vomp	47.33333	11.68333	542
Völs	47.25	11.33333	605
Völkermarkt	46.66222	14.63444	463
Völkendorf	46.60806	13.83153	520
Voldöpp	47.44469	11.88343	519
Volders	47.28333	11.56667	583
Voitsberg	47.04445	15.15313	410
Vöcklamarkt	48.0025	13.48383	488
Vöcklabruck	48.00279	13.65652	438
Vitis	48.75964	15.18259	520
Virgen	47.00159	12.45661	1166
Vils	47.55	10.63333	816
Villach	46.61028	13.85583	494
Viktring	46.59194	14.26917	458
Viktorsberg	47.30092	9.67484	807
Vigaun	47.66667	13.13333	458
Viehofen	48.21667	15.61667	286
Viehhofen	47.36667	12.73333	855
Viehhausen	47.78333	12.98333	435
Viechtwang	47.91531	13.96345	504
Velm	48.03333	16.43333	175
Velden am Wörthersee	46.61301	14.0413	448
Veitsch	47.57815	15.4945	666
Utzenaich	48.27622	13.46091	399
Uttendorf	48.15887	13.1218	393
Uttendorf	47.28333	12.56667	780
Utschtal	47.4	15.2	664
Unterwart	47.25	16.23333	338
Unterwaltersdorf	47.95	16.41667	198
Unterwagram	48.21243	15.64951	259
Untertauern	47.3	13.5	1166
Unterstinkenbrunn	48.6677	16.34607	196
Untersiebenbrunn	48.25	16.73333	146
Rohrbach an der Gölsen	48.04699	15.74169	400
Unterpremstätten	46.96472	15.40417	336
Unterperfuss	47.26667	11.25	595
Unterlangkampfen	47.55	12.1	516
Unterlamm	46.97694	16.06389	312
Unterkohlstätten	47.38333	16.31667	476
Grünburg	47.97234	14.26472	359
Unterfrauenhaid	47.57116	16.49885	286
Unterfladnitz	47.18333	15.66667	408
Untere Fellach	46.62504	13.82681	510
Unterbergla	46.80746	15.31516	345
Unterauersbach	46.86556	15.77028	322
Unken	47.64966	12.72946	546
Ungerdorf	47.08333	15.66667	454
Ungenach	48.04756	13.61472	488
Umhausen	47.13503	10.92826	1057
Ulrichskirchen	48.4	16.48333	204
Ulrichsberg	48.67498	13.91049	630
Uderns	47.31667	11.86667	541
Übersbach	47.02318	16.05517	258
Übersaxen	47.25284	9.6708	897
Übelbach	47.22534	15.23615	570
Tweng	47.18333	13.6	1435
Türnitz	47.93095	15.49295	457
Turnau	47.55776	15.33739	750
Tulln	48.32829	16.05858	175
Tulfes	47.25806	11.53333	912
Tulbing	48.29336	16.12226	183
Tschanigraben	47.01667	16.3	296
Tschagguns	47.08333	9.9	667
Trumau	47.99348	16.34268	201
Trössing	46.81667	15.81667	268
Trofaiach	47.42524	15.00681	660
Tristach	46.81611	12.78972	668
Trins	47.08333	11.41667	1229
Triebendorf	47.11667	14.23333	878
Trieben	47.48574	14.48744	683
Tribuswinkel	48.00623	16.27075	211
Treibach	46.86667	14.46667	611
Treglwang	47.47458	14.59083	730
Trebesing	46.88639	13.51028	790
Trautmannsdorf in Oststeiermark	46.8753	15.88451	281
Trautmannsdorf an der Leitha	48.02357	16.63266	167
Trausdorf an der Wulka	47.8135	16.5576	153
Bad Traunstein	48.4385	15.11712	833
Traunkirchen	47.84462	13.78939	433
Traun	48.22086	14.23833	270
Trattenbach	47.6	15.86667	1183
Traismauer	48.35	15.73333	193
Traiskirchen	48.01485	16.29324	204
Traisen	48.03333	15.6	396
Trahütten	46.825	15.15694	972
Tragwein	48.33314	14.62237	484
Traboch	47.37705	14.98647	619
Tobaj	47.08333	16.3	233
Tobadill	47.12513	10.51404	1163
Timelkam	48.00394	13.6076	446
Tieschen	46.78611	15.94222	247
Tiefgraben	47.87385	13.30591	566
Thüringen	47.2	9.76667	561
Thumersbach	47.32952	12.81675	769
Thörl	47.51952	15.22276	635
Thomatal	47.06667	13.75	1143
Thomasberg	47.56667	16.13333	674
Theresienfeld	47.85	16.23333	280
Thaya	48.85489	15.28902	486
Thaur	47.29476	11.47529	599
Thalheim bei Wels	48.15	14.03333	339
Thalgau	47.84142	13.25325	546
Teufenbach	47.1287	14.35913	763
Ternitz	47.71565	16.03575	395
Ternberg	47.94518	14.3587	342
Terfens	47.32355	11.64388	587
Telfs	47.30707	11.06817	637
Telfes im Stubai	47.16667	11.36667	924
Teesdorf	47.95	16.28333	234
Taxenbach	47.29116	12.96215	741
Taxach	47.7261	13.07184	426
Tauplitz	47.56005	14.01293	890
Taufkirchen an der Trattnach	48.24731	13.74767	380
Tattendorf	47.95	16.3	229
Tarrenz	47.26667	10.76667	816
Tannheim	47.49934	10.51641	1099
Tamsweg	47.12808	13.81102	1026
Taiskirchen im Innkreis	48.26468	13.57318	472
Tadten	47.76667	16.98333	119
Sulzberg	47.52178	9.91353	1010
Sulz	47.28721	9.65183	489
Sulztal an der Weinstraße	46.68333	15.55	452
Stummerberg	47.28333	11.91667	1160
Stumm	47.29052	11.88755	557
Stuhlfelden	47.28761	12.52755	792
Studenzen	47.00583	15.75417	319
Stubenberg	47.2446	15.80027	444
Stronsdorf	48.65157	16.2989	204
Strobl	47.71667	13.48333	546
Strengen	47.12589	10.46199	1011
Strengberg	48.14685	14.65147	327
Strem	47.04498	16.41426	209
Stratzing	48.45	15.6	325
Strasswalchen	47.97947	13.25535	530
Straß in Steiermark	46.72722	15.62444	255
Strasshof an der Nordbahn	48.31667	16.66667	161
Strassham	48.28348	14.14524	268
Straßgang	47.03333	15.4	351
Strassengel	47.11573	15.33288	388
Strassen	46.75389	12.48417	1222
Straßburg-Stadt	46.89444	14.32861	647
Strass im Zillertal	47.39556	11.81966	524
Strass	48.46667	15.73333	209
Strallegg	47.41165	15.72534	861
Straden	46.80917	15.86806	336
Stotzing	47.90688	16.5458	239
Stössing	48.12267	15.81379	342
Stoob	47.52845	16.4776	262
Stollhofen	48.35226	15.75963	189
Stockerau	48.38333	16.21667	171
Stockenboi	46.72611	13.52306	872
Stiwoll	47.1	15.21667	501
Steinbrunn	47.83333	16.41667	211
Stinatz	47.20266	16.13312	343
Steyregg	48.28513	14.36995	252
Steyr	48.04274	14.42127	285
Steuerberg	46.78804	14.1129	796
Stetten	48.36667	16.38333	181
Stetteldorf am Wagram	48.40815	16.01862	208
Stephanshart	48.15	14.81667	303
Stenzengreith	47.2	15.51667	750
Steinhaus	48.11614	14.0189	375
Steinfeld	46.75812	13.24934	623
Steinerkirchen an der Traun	48.07911	13.95796	356
Steindorf am Ossiacher See	46.69833	14.00917	528
Steinbach am Attersee	47.83087	13.54613	475
Stein an der Donau	48.40163	15.58102	200
Steinakirchen am Forst	48.06965	15.04801	321
Steinach am Brenner	47.08333	11.46667	1139
Steinabrückl	47.87053	16.20277	309
Stein	46.99778	16.08694	263
Stegersbach	47.16667	16.16667	286
Steeg	47.24393	10.29436	1116
Statzendorf	48.30752	15.64127	284
Stattersdorf	48.18333	15.63333	273
Stattegg	47.13333	15.41667	475
Stanz bei Landeck	47.14758	10.5534	1025
Stanzach	47.38333	10.56667	961
Stans	47.36667	11.71667	555
Stams	47.27603	10.98315	683
Stambach	47.33333	15.93333	601
Stallhofen	47.05	15.21667	413
Stallhof	46.88333	15.28333	327
Stallehr	47.13306	9.85	653
Stall	46.89056	13.03694	967
Stainz bei Straden	46.82444	15.89222	251
Stainz	46.89444	15.26722	337
Stainach	47.53343	14.10872	663
Stadtschlaining	47.31667	16.28333	343
Stadl-Traun	48.07963	13.8614	349
Stadl-Paura	48.08333	13.86667	360
Stadl-Hausruck	48.08255	13.85213	354
Stadl an der Mur	47.08333	13.96667	890
Staatz	48.67617	16.48726	241
Spratzern	48.17044	15.61844	286
Spitz	48.3656	15.41416	223
Spittal an der Drau	46.8	13.5	553
Spital am Semmering	47.61345	15.75096	790
Spital am Pyhrn	47.66487	14.34014	644
Spillern	48.38333	16.25	177
Spielfeld	46.70556	15.63722	258
Spielberg bei Knittelfeld	47.21667	14.78333	707
Spatenhof	46.9625	15.36111	353
Spannberg	48.46393	16.73647	170
Sooss	47.98464	16.21737	246
Sonntagberg	47.99561	14.76065	680
Sommerein	47.98333	16.65	257
Sollenau	47.89834	16.24833	261
Söll	47.50378	12.19221	691
Sölden	46.96667	11	1526
Hall in Tirol	47.28333	11.51667	587
Södingberg	47.10703	15.17169	457
Söchau	47.03333	16.01667	277
Soboth	46.68139	15.07833	1009
Sitzendorf an der Schmida	48.59841	15.94254	241
Sittersdorf	46.54444	14.60583	501
Sistrans	47.23333	11.45	988
Sinabelkirchen	47.102	15.82795	311
Simmering	48.18333	16.43333	163
Silz	47.26667	10.93333	650
Sillian	46.75278	12.42111	1218
Silbertal	47.09368	9.98314	886
Sigmundsherberg	48.68333	15.75	435
Sigless	47.77533	16.39503	208
Siezenheim	47.81529	12.99039	427
Sierning	48.04343	14.30935	359
Sierndorf	48.43024	16.16658	190
Sieghartskirchen	48.25531	16.01223	198
Sieggraben	47.65128	16.37993	466
Siegersdorf bei Herberstein	47.2	15.78333	412
Siegendorf im Burgenland	47.78098	16.54232	162
Sibratsgfäll	47.42667	10.03806	931
Seyring	48.33333	16.48333	165
Serfaus	47.04018	10.60339	1449
Senftenberg	48.45222	15.54452	327
Semriach	47.21667	15.4	695
Semmering	47.63347	15.82993	986
Selzthal	47.54988	14.31201	634
Seitenstetten Markt	48.03333	14.65	345
Seiersberg	47	15.4	342
Seibersdorf	47.95858	16.51842	184
Seggauberg	46.76667	15.51667	324
Seewalchen	47.95246	13.58382	493
Seewalchen	47.9	13.13333	510
Seekirchen am Wallersee	47.9	13.13333	510
Seeham	47.96746	13.07699	512
Seefeld in Tirol	47.33016	11.18786	1178
Seeboden	46.81909	13.5143	620
Seebenstein	47.69936	16.14484	345
Seebach	46.61667	13.86667	494
See	47.08333	10.46667	1036
Seckau	47.26667	14.78333	848
Sebersdorf	47.1865	15.9936	298
Schwoich	47.546	12.14049	571
Schwertberg	48.2734	14.58474	264
Schwendt	47.63182	12.39266	706
Schwendau	47.19753	11.85897	618
Schweinbach	48.34033	14.42247	337
Schweiggers	48.66667	15.06667	638
Schwechat	48.13333	16.46667	163
Schwaz	47.35169	11.71014	537
Schwarzenbach an der Pielach	47.93333	15.38333	750
Schwarzenbach	47.63547	16.35109	376
Schwarzenau	48.74436	15.25838	499
Schwarzau im Schwarzautal	46.87886	15.66421	297
Schwarzau im Gebirge	47.81223	15.70581	610
Schwarzau am Steinfeld	47.73183	16.17094	327
Schwarzach im Pongau	47.32048	13.15171	594
Schwarzach	47.44904	9.76213	430
Schwanenstadt	48.05537	13.77505	390
Schwanberg	46.75833	15.20833	401
Schwadorf	48.06936	16.57957	164
Schützen am Gebirge	47.85233	16.62334	126
Schruns	47.08028	9.91917	827
Schrems bei Frohnleiten	47.28109	15.35932	479
Schrems	48.78333	15.06667	526
Schrattenthal	48.7	15.9	244
Schrattenberg	48.72359	16.72201	201
Schrattenbach	47.77902	15.9906	556
Schottwien	47.65683	15.8725	570
Schörfling	47.94544	13.60408	509
Schoppernau	47.31205	10.01646	839
Schönwies	47.19665	10.65742	738
Schönering	48.29838	14.16103	266
Schöndorf	48.00167	13.6588	424
Schönberg im Stubaital	47.18333	11.41667	811
Schönbach	48.45	15.03333	798
Schönau an der Triesting	47.93452	16.25376	250
Schöder	47.18333	14.1	1031
Schnifis	47.21667	9.73306	713
Schnepfau	47.35206	9.9452	738
Schmirn	47.08333	11.56667	1436
Schlüsslberg	48.21861	13.87161	322
Schlitters	47.38045	11.83888	532
Schlins	47.2	9.7	499
Schlierbach	47.93636	14.12018	409
Schleinbach	48.41992	16.47809	195
Schleedorf	47.95	13.15	600
Schlatt	48.07177	13.78904	404
Schladming	47.39289	13.68699	738
Schildorn	48.14564	13.46314	524
Schiefling am See	46.60444	14.0975	567
Schenkenfelden	48.50273	14.36188	737
Scheifling	47.15044	14.41278	766
Scheibbs	48.00474	15.16817	344
Scheffau am Wilden Kaiser	47.52943	12.25139	749
Scheffau am Tennengebirge	47.58831	13.2202	497
Schattwald	47.51427	10.46143	1074
Schattendorf	47.70973	16.50979	250
Scharnstein	47.90426	13.96135	512
Scharnitz	47.38899	11.26455	963
Scharndorf	48.09399	16.79883	188
Schärding	48.45294	13.43722	319
Schardenberg	48.52058	13.49791	537
Schandorf	47.24183	16.42267	261
Schalchham	47.99825	13.67188	417
Schalchen	48.11924	13.15716	437
Schafwiesen	48.17194	14.07067	306
Schäffern	47.47771	16.10956	598
Schachendorf	47.26667	16.43333	279
Sautens	47.2	10.86667	971
Bad Sauerbrunn	47.77439	16.32841	281
Sattledt	48.07372	14.05478	393
Satteins	47.21667	9.66667	479
Sarleinsbach	48.54525	13.90491	569
Sankt Wolfgang im Salzkammergut	47.73932	13.44666	556
Sankt Veit in Defereggen	46.92722	12.42972	1455
Sankt Veit im Pongau	47.33333	13.15	763
Sankt Veit an der Gölsen	48.0432	15.66942	367
Sankt Veit an der Glan	46.76806	14.36028	485
Sankt Veit am Vogau	46.74048	15.64217	267
Sankt Valentin	48.16667	14.51667	269
Sankt Ulrich bei Steyr	48.02116	14.43685	419
Sankt Ulrich am Waasen	46.93333	15.53333	369
Sankt Ulrich am Pillersee	47.5274	12.57239	845
Sankt Stefan ob Stainz	46.92861	15.25889	376
Sankt Stefan ob Leoben	47.31672	14.97831	590
Sankt Stefan im Rosental	46.90389	15.71	327
Sankt Stefan	46.8075	14.85167	435
Sankt Ruprecht an der Raab	47.15336	15.66256	381
Sankt Ruprecht	46.6	14.31667	438
Sankt Roman	48.48183	13.61056	566
Sankt Radegund bei Graz	47.18172	15.49192	705
Sankt Pölten	48.2	15.63333	275
Sankt Peter ob Judenburg	47.18417	14.58639	792
Sankt Peter in der Au Markt	48.044	14.62182	353
Sankt Peter im Sulmtal	46.75	15.25	410
Sankt Peter-Freienstein	47.38333	15.01667	859
Sankt Peter am Ottersbach	46.79778	15.75917	273
Sankt Peter am Kammersberg	47.18706	14.18464	833
Sankt Peter	47.05	15.46667	353
Sankt Peter	46.62978	14.34016	438
Sankt Peter am Hart	48.25268	13.09613	371
Sankt Paul im Levanttal	46.70056	14.87556	380
Sankt Pantaleon	48.21058	14.56804	237
Sankt Oswald bei Plankenwarth	47.08701	15.27703	538
Sankt Oswald bei Freistadt	48.5	14.58333	612
Sankt Nikolai ob Draßling	46.80889	15.65083	282
Sankt Nikolai im Sölktal	47.31667	14.05	1203
Sankt Nikolai im Sausal	46.82111	15.45194	325
Sankt Michael in Obersteiermark	47.33839	15.01784	581
Sankt Michael im Lungau	47.1	13.63333	1088
Sankt Michael im Burgenland	47.12852	16.27148	252
Sankt Martin im Sulmtal	46.75611	15.29722	336
Sankt Martin im Mühlkreis	48.41553	14.03821	546
Sankt Martin im Innkreis	48.29387	13.43868	371
Sankt Martin bei Lofer	47.56667	12.7	683
Sankt Martin an der Raab	46.9225	16.13611	241
Sankt Martin am Ybbsfelde	48.16425	15.02076	294
Sankt Martin am Grimming	47.48873	13.98105	699
Sankt Martin	46.61667	14.28333	443
Sankt Martin	46.61721	13.82879	482
Sankt Martin	48.23091	14.26781	263
Sankt Martin	47.44667	15.2849	514
Sankt Marien	48.14805	14.27759	335
Sankt Margareten im Rosental	46.54417	14.42444	570
Sankt Margarethen im Lungau	47.07927	13.69613	1063
Sankt Margarethen im Burgenland	47.80335	16.60875	147
Sankt Margarethen bei Knittelfeld	47.21667	14.86667	833
Sankt Margarethen an der Sierning	48.1591	15.49055	253
Sankt Margarethen an der Raab	47.05	15.75	323
Sankt Marein im Mürztal	47.46667	15.36667	523
Sankt Marein bei Neumarkt	47.06591	14.42908	826
Sankt Marein bei Knittelfeld	47.27396	14.86085	705
Sankt Marein bei Graz	47.01583	15.68389	358
Sankt Magdalen	46.61667	13.88333	497
Sankt Lorenzen im Mürztal	47.48333	15.36667	568
Sankt Lorenzen bei Scheifling	47.14556	14.40583	793
Sankt Lorenzen bei Knittelfeld	47.25078	14.89549	603
Sankt Lorenzen am Wechsel	47.44153	15.95498	738
Sankt Lorenz	47.8324	13.34839	490
Sankt Leonhard am Hornerwald	48.6	15.53333	523
Sankt Leonhard am Forst	48.14232	15.28464	244
Sankt Leonhard	47.72587	13.04577	451
Sankt Leonhard	46.62528	13.85865	517
Sankt Lambrecht	47.06667	14.3	1047
Sankt Kathrein am Offenegg	47.3	15.58333	969
Sankt Kathrein am Hauenstein	47.48943	15.69414	805
Sankt Katharein an der Laming	47.47069	15.16319	646
Sankt Josef (Weststeiermark)	46.90917	15.33639	351
Sankt Johann in Tirol	47.5233	12.4232	659
Sankt Johann in der Haide	47.2808	16.02579	387
Sankt Johann im Saggautal	46.70389	15.40278	344
Sankt Johann im Pongau	47.35	13.2	597
Sankt Johann bei Herberstein	47.2	15.8	425
Sankt Johann am Tauern	47.35	14.46667	1085
Sankt Jakob im Walde	47.46667	15.78333	941
Sankt Jakob-Breitenau	47.39229	15.4297	614
Sankt Ilgen	47.55	15.16667	861
Sankt Gotthard im Mühlkreis	48.3802	14.13185	468
Sankt Gilgen	47.76667	13.36667	544
Sankt Georgen ob Murau	47.1	14.1	844
Sankt Georgen ob Judenburg	47.20744	14.49736	734
Sankt Georgen im Attergau	47.93595	13.48306	537
Sankt Georgen bei Obernberg am Inn	48.29193	13.3332	356
Sankt Georgen an der Stiefing	46.87333	15.57972	301
Sankt Georgen an der Leys	48.03149	15.22722	380
Sankt Georgen an der Gusen	48.27183	14.44951	245
Sankt Georgen am Ybbsfelde	48.12892	14.95364	266
Sankt Georgen am Leithagebirge	47.85	16.55	157
Sankt Georgen am Fillmannsbach	48.1256	13.00811	449
Sankt Gallenkirch	47.02102	9.97335	879
Sankt Gallen	47.68631	14.61705	516
Sankt Dionysen	48.22439	14.25485	268
Sankt Corona am Wechsel	47.58333	16	866
Sankt Blasen	47.08333	14.3	1296
Sankt Bartholomä	47.05457	15.25889	479
Sankt Anton im Montafon	47.11667	9.86667	706
St Anton am Arlberg	47.1275	10.26372	1307
Sankt Anna am Aigen	46.83111	15.97139	365
Sankt Andrä vor dem Hagenthale	48.32202	16.20724	192
Sankt Andrä im Lungau	47.15	13.78333	1129
Sankt Andrä am Zicksee	47.7841	16.94195	124
Sankt Andrä	46.76829	14.81991	430
Sankt Aegyd am Neuwalde	47.85383	15.56969	578
Sankt Aegidi	48.47929	13.73737	596
Sammersdorf	48.18091	14.1667	289
Salzburg	47.79941	13.04399	435
Sallingberg	48.46667	15.23333	759
Salla	47.1	14.96667	1015
Sachsenburg	46.82917	13.355	557
Saalfelden am Steinernen Meer	47.42681	12.848	742
Saalbach	47.39138	12.63642	1003
Rutzenham	48.06076	13.71883	409
Rüstorf	48.04326	13.78982	378
Rust	47.80122	16.67158	127
Ruprechtshofen	48.13648	15.27675	241
Rum	47.28333	11.45	623
Rufling	48.27839	14.21674	331
Rudersdorf	47.05	16.11667	245
Ruden	46.65833	14.77639	570
Rottenmann	47.51667	14.35	883
Röthis	47.29332	9.65484	501
Röthelstein	47.31667	15.36667	588
Rotenturm an der Pinka	47.25	16.25	293
Rosenau am Sonntagberg	48.00778	14.73927	340
Rosegg	46.58833	14.01718	480
Röschitz	48.64312	15.81774	324
Roppen	47.21667	10.81667	695
Röns	47.21667	9.7	615
Roitham	48.02432	13.82166	421
Rohr im Gebirge	47.89471	15.73603	673
Rohr im Burgenland	47.11667	16.16667	252
Röhrenbach	48.65	15.5	465
Rohrbach in Oberösterreich	48.57275	13.98834	596
Rohrbach bei Mattersburg	47.7052	16.43005	279
Rohrbach an der Lafnitz	47.38333	16	433
Rohrau	48.06667	16.85	144
Ritzing	47.61316	16.49546	320
Rinn	47.25	11.5	907
Riezlern	47.35778	10.18759	1092
Rietz	47.28593	11.03075	698
Ries	47.08315	15.485	398
Riegersburg	47	15.93028	303
Riefensberg	47.50137	9.95838	758
Riedlingsdorf	47.35	16.13333	374
Ried in der Riedmark	48.27114	14.52796	303
Ried im Traunkreis	48.02581	14.07452	466
Ried im Oberinntal	47.05	10.65	888
Ried im Innkreis	48.21123	13.48855	435
Reutte	47.48333	10.71667	856
Reuthe	47.37113	9.89481	647
Retznei	46.73333	15.56667	300
Retz	48.75712	15.95485	250
Rettenschöss	47.65718	12.26872	676
