Name	lat	lng	population
Hüttau	47.4161	13.30775	697
Hürm	48.15601	15.41262	275
Hundsheim	48.11749	16.93581	214
Hötting	47.26815	11.36868	636
Hörtendorf	46.63333	14.4	429
Hörsching	48.22627	14.17786	291
Hornstein	47.88049	16.44447	269
Horn	48.66274	15.65663	307
Horitschon	47.58729	16.54696	241
Hörbranz	47.55	9.75	416
Hopfgarten im Brixental	47.4498	12.15659	610
Hopfgarten in Defereggen	46.91917	12.53639	1318
Hönigsberg	47.58038	15.64808	662
Holzhausen	48.22296	14.09683	328
Hollersbach im Pinzgau	47.27658	12.42326	803
Hollenthon	47.58938	16.26131	660
Hollenstein an der Ybbs	47.80305	14.77312	484
Hollenegg	46.79147	15.21345	470
Hollabrunn	48.55	16.08333	257
Hohenweiler	47.58333	9.78333	516
Hohenthurn	46.55774	13.66038	670
Hohentauern	47.43333	14.48333	1274
Hohenruppersdorf	48.46439	16.65244	213
Hohenems	47.36667	9.68306	417
Hoheneich	48.77195	15.02857	505
Hohenberg	47.90679	15.61998	489
Hohenau an der Raab	47.3	15.55	835
Hohenau	48.6042	16.9047	152
Hofstetten	48.09711	15.51149	314
Hofstätten an der Raab	47.06667	15.73333	359
Höflein	48.06667	16.78333	181
Hofkirchen im Traunkreis	48.14312	14.37776	334
Höfen	47.46667	10.68333	860
Hof bei Straden	46.8	15.93333	327
Hof bei Salzburg	47.81929	13.21488	737
Hof am Leithaberge	47.95	16.58333	218
Hof	47.86667	13.31667	539
Hof	47.35	13.31667	935
Hochwolkersdorf	47.66127	16.28072	623
Hochtregist	47.1	15.13333	672
Höchst	47.45934	9.6405	402
Hochfilzen	47.46667	12.61667	1000
Hochburg-Ach	48.13001	12.87735	462
Hitzendorf	47.03333	15.3	369
Hirtenberg	47.93095	16.17908	282
Hirschegg	47.34813	10.17137	1104
Hirschbach	48.74329	15.12521	539
Hirnsdorf	47.19167	15.82868	362
Hirm	47.78652	16.4546	180
Hippach	47.20435	11.86523	604
Hintersee	47.7	13.28333	972
Hinterbrühl	48.08611	16.24809	254
Himmelreich	47.8	12.98333	437
Himmelberg	46.75667	14.03056	697
Himberg	48.08333	16.43333	168
Hietzing	48.18623	16.2965	201
Hieflau	47.60639	14.74503	507
Heugraben	47.11783	16.19041	247
Hetzendorf	47.18333	14.68333	729
Herzogsdorf	48.43011	14.1128	584
Herzogenburg	48.28137	15.69431	229
Herrnbaumgarten	48.69606	16.68283	206
Hernstein	47.89465	16.10561	436
Hernals	48.23333	16.26667	339
Hermagor	46.62722	13.36722	605
Hennersdorf	48.11173	16.36311	181
Henndorf am Wallersee	47.9	13.18333	567
Hengsberg	46.86667	15.43333	346
Hellmonsödt	48.43333	14.3	819
Heiterwang	47.45	10.75	980
Heiligenkreuz im Lafnitztal	46.98917	16.26083	243
Heiligenkreuz am Waasen	46.95583	15.58806	323
Heiligenkreuz	48.05559	16.12493	355
Heiligeneich	48.29964	15.89413	201
Heiligenbrunn	47.02705	16.41688	211
Heiligenblut	47.03979	12.84345	1316
Heidenreichstein	48.86667	15.11667	568
Hausmening	48.07074	14.81438	303
Hausmannstätten	46.99111	15.51139	346
Hausleiten	48.38333	16.1	171
Hauskirchen	48.6	16.76667	238
Hausbrunn	48.62602	16.82844	183
Haus	47.40997	13.76724	765
Haunoldstein	48.2	15.45	262
Haugsdorf	48.70762	16.07656	203
Haugschlag	48.98333	15.05	576
Hatzendorf	46.97686	16.00107	268
Hatting	47.2787	11.16838	611
Haslach an der Mühl	48.5757	14.03984	534
Häselgehr	47.31667	10.5	1016
Haselbach	48.25308	13.05614	352
Hartmannsdorf	47.05461	15.83941	326
Hartl	47.18333	15.91667	394
Hartkirchen	48.36349	14.00422	271
Hart im Zillertal	47.35106	11.86476	534
Hartheim	48.28079	14.11426	270
Hartberg	47.28333	15.96667	396
Hart	48.26526	14.25691	285
Harmannsdorf	48.39724	16.3722	175
Harland	48.16162	15.63835	289
Haringsee	48.1927	16.78741	144
Bad Häring	47.51071	12.11912	589
Hardegg	48.85	15.85	400
Hard	47.48306	9.68306	396
Hannersdorf	47.22895	16.3825	255
Handenberg	48.13356	13.00751	496
Hallwang	47.85	13.08333	507
Hallein	47.68333	13.1	447
Halbturn	47.87019	16.97542	126
Halbenrain	46.72194	15.94667	222
Hainzenberg	47.21788	11.90034	926
Hainsdorf im Schwarzautal	46.83583	15.64139	289
Hainfeld	48.0339	15.77414	423
Hainersdorf	47.11506	15.94374	296
Hainburg an der Donau	48.14627	16.94504	170
Haiming	47.25	10.88333	674
Haidershofen	48.07579	14.46131	291
Haiden	47.7179	13.56906	500
Haid	48.20477	14.25107	277
Haibach im Mühlkreis	48.44429	14.34411	816
Hagenbrunn	48.33333	16.4	229
Hagenberg im Mühlkreis	48.36788	14.51689	456
Hafnerbach	48.21667	15.48333	274
Hafendorf	47.45653	15.31837	525
Hadres	48.70965	16.13038	194
Hadersdorf am Kamp	48.45	15.71667	198
Hackerberg	47.2	16.11667	338
Habach	47.81753	13.16252	696
Haag am Hausruck	48.18423	13.64373	501
Haag	48.27063	14.26875	280
Haag	48.19027	15.90135	245
Haag	48.11362	14.56753	323
Güttenbach	47.1571	16.2923	284
Guttaring	46.88536	14.51071	626
Gutenstein	47.876	15.88881	480
Gutenbrunn	48.3652	15.11899	870
Gutau	48.41724	14.61285	594
Güssing	47.05936	16.32431	232
Gurk	46.87389	14.29167	665
Guntramsdorf	48.04687	16.31384	188
Guntersdorf	48.65	16.05	248
Gunskirchen	48.13333	13.95	345
Günselsdorf	47.94395	16.26062	242
Gundersdorf	46.95	15.23333	506
Gumpoldskirchen	48.04538	16.2771	244
Gugging	48.31385	16.24852	246
Gschwandt	47.93515	13.84569	519
Grünbach am Schneeberg	47.79747	15.98785	550
Grünau im Almtal	47.85493	13.95573	516
Großweikersdorf	48.47123	15.98251	204
Grosssulz	46.94556	15.49028	311
Großsölk	47.41667	13.96667	1221
Groß-Siegharts	48.7918	15.40429	527
Groß-Schweinbarth	48.41472	16.63194	176
Groß Sankt Florian	46.82444	15.31861	309
Großrußbach	48.47412	16.41649	269
Großriedenthal	48.48333	15.86667	276
Grossraming	47.88333	14.55	380
Grosspetersdorf	47.23895	16.31783	310
Großmugl	48.49917	16.23056	216
Großlobming	47.18333	14.8	646
Großkrut	48.64389	16.72361	179
Großklein	46.73611	15.44444	330
Grosshöflein	47.83586	16.48035	212
Großhofen	48.25834	16.6194	152
Heimschuh	46.76	15.49306	276
Großharras	48.66389	16.24556	195
Grossgmain	47.72416	12.90851	576
Groß-Gerungs	48.57422	14.95789	677
Groß-Enzersdorf	48.20278	16.55083	157
Groß-Engersdorf	48.35873	16.5661	163
Großebersdorf	48.36405	16.47076	176
Großdorf	47.43361	9.91528	662
Grossarl	47.23333	13.2	916
Grödig	47.73833	13.0373	448
Gröbming	47.44272	13.90122	768
Grins	47.14034	10.51409	996
Grimmenstein	47.61635	16.12724	404
Griffen	46.70444	14.73278	486
Grieskirchen	48.23333	13.83333	334
Gries im Sellrain	47.19554	11.15619	1193
Gries am Brenner	47.03849	11.48131	1201
Gresten	47.98521	15.02552	408
Gressenberg	46.8	15.11667	1122
Greisdorf	46.92647	15.21906	451
Greinsfurth	48.10846	14.8439	280
Grein	48.22862	14.85884	236
Greifenburg	46.75027	13.17982	640
Graz	47.06667	15.45	363
Gratwein	47.11667	15.31667	406
Gratkorn	47.13333	15.35	386
Grän	47.5	10.55	1114
Grambach	47.01473	15.50407	411
Gramatneusiedl	48.0304	16.48936	178
Gramastetten	48.38028	14.19185	526
Gramais	47.26667	10.53333	1293
Grafenwörth	48.4079	15.77826	187
Grafenstein	46.61393	14.46719	415
Grafenschlag	48.5	15.16667	780
Grafenschachen	47.36667	16.06667	419
Grafenegg	48.4304	15.74907	196
Grafendorf bei Hartberg	47.34028	15.9906	381
Grabersdorf	46.84306	15.82472	264
Götzis	47.33306	9.63306	427
Götzens	47.23606	11.31154	868
Götzendorf an der Leitha	48.01667	16.58333	168
Göttelsberg	47.21667	15.6	536
Göstling an der Ybbs	47.80664	14.93797	527
Gösting	47.09788	15.39777	376
Gössendorf	46.99826	15.48556	332
Gossendorf	46.91076	15.93043	317
Gössenberg	47.41667	13.81667	699
Göss	47.35871	15.10015	605
Gosdorf	46.72778	15.7925	233
Gosau	47.58417	13.53447	738
Göpfritz an der Wild	48.72497	15.40236	582
Gols	47.89689	16.91113	126
Golling an der Salzach	47.6	13.16667	469
Göllersdorf	48.49357	16.11943	200
Goldwörth	48.32664	14.10112	259
Goldegg	47.31875	13.09922	822
Going	47.51332	12.33164	765
Göfis	47.23356	9.63458	530
Gniebing	46.96252	15.85645	302
Gnesau	46.77544	13.96251	973
Gneixendorf	48.43751	15.6181	318
Gnas	46.87306	15.82528	276
Gnadendorf	48.61667	16.4	244
Gmunden	47.91839	13.79933	434
Gmünd	48.7683	14.9808	497
Gmünd	46.90722	13.52944	768
Glojach	46.86667	15.66667	340
Gloggnitz	47.67487	15.93893	448
Glödnitz	46.87398	14.11915	747
Globasnitz	46.55694	14.70278	545
Glinzendorf	48.24605	16.6406	151
Gleisdorf	47.10559	15.71011	362
Gleinstätten	46.75361	15.36972	298
Glasenbach	47.76667	13.08333	443
Glanegg	47.75	13	440
Glanegg	46.72259	14.19893	529
Gießhübl	48.0978	16.23479	416
Gföhl	48.51667	15.48333	560
Gersdorf an der Feistritz	47.16667	15.85	340
Gerolding	48.25	15.41667	451
Gerersdorf	48.20088	15.55613	279
Gerasdorf bei Wien	48.29447	16.46765	158
Geras	48.79725	15.67268	459
Georgenberg	47.63333	13.15	466
Geistthal	47.16667	15.16667	576
Gedersdorf	48.43319	15.68865	195
Geboltskirchen	48.15338	13.6336	549
Gaweinstal	48.48003	16.5879	207
Gaubitsch	48.65	16.38333	216
Gattendorf	48.01667	16.98333	141
Gastern	48.89446	15.22027	504
Gaspoltshofen	48.14324	13.73643	451
Gasen	47.38333	15.56667	904
Gaschurn	46.98584	10.02702	969
Garsten	48.0224	14.40747	294
Gars am Kamp	48.58899	15.65363	246
Garanas	46.76667	15.11667	1207
Ganz	47.6	15.68333	805
Gänserndorf	48.33925	16.72016	164
Bad Gams	46.87111	15.22472	413
Gams bei Hieflau	47.66667	14.78333	542
Gampern	47.98877	13.5543	507
Gamlitz	46.72028	15.55333	279
Gaming	47.929	15.08818	427
Galtür	46.96667	10.18333	1592
Gallzein	47.36807	11.77159	895
Gallspach	48.20992	13.80981	375
Gallneukirchen	48.35363	14.41604	339
Gallmannsegg	47.18333	15.06667	1117
Gallizien	46.55	14.51667	458
Gaißau	47.46667	9.6	399
Gainfarn	47.9628	16.19368	280
Gailitz	46.56083	13.70444	565
Gaflenz	47.89511	14.72477	476
Gablitz	48.22856	16.15437	272
Gabersdorf	46.77722	15.58417	271
Gaal	47.27268	14.67003	898
Gaaden	48.05364	16.20003	318
Fußach	47.47933	9.66278	397
Fuschl am See	47.8	13.3	685
Furth an der Triesting	47.97326	15.97326	425
Furth bei Göttweig	48.37385	15.61408	270
Fürstenfeld	47.05	16.08333	255
Fürnitz	46.56188	13.81732	507
Fulpmes	47.15202	11.34922	916
Fügenberg	47.3521	11.84173	687
Fügen	47.347	11.84939	544
Frohsdorf	47.73333	16.25	341
Frohnleiten	47.26667	15.31667	416
Fritzens	47.30535	11.5895	549
Friesach	46.95528	14.40583	635
Friedberg	47.43333	16.05	552
Fresach	46.71556	13.69083	751
Freistadt	48.51103	14.50453	565
Freindorf	48.2257	14.2951	261
Freiland bei Deutschlandsberg	46.83333	15.13333	843
Freidorf an der Laßnitz	46.81667	15.25	341
Fraxern	47.31498	9.67391	820
Frauenkirchen	47.83678	16.92581	126
Frauenberg	47.42855	15.34206	930
Frannach	46.91306	15.63361	319
Frankenmarkt	47.98333	13.41667	534
Frankenfels	47.98234	15.32593	458
Frankenburg	48.06844	13.49065	515
Forstau	47.37842	13.55558	892
Fornach	48.02277	13.42941	562
Forchtenstein	47.71161	16.34525	347
Forchach	47.41667	10.58333	912
Fohnsdorf	47.2	14.68333	757
Floridsdorf	48.25	16.4	159
Floing	47.26356	15.7465	698
Flirsch	47.15	10.4	1176
Fliess	47.11667	10.61667	835
Flaurling	47.29143	11.12319	659
Flattach	46.93861	13.13444	814
Flatschach	47.21667	14.75	677
Fladnitz im Raabtal	46.99167	15.78528	312
Flachau	47.34406	13.39148	907
Fiss	47.05714	10.61747	1464
Fisching	48.22301	14.42771	247
Fischbach	47.44234	15.64972	997
Fischamend-Markt	48.11667	16.6	159
Finkenstein	46.56155	13.87086	564
Finkenberg	47.15279	11.82212	804
Filzmoos	47.43333	13.51667	1051
Fiecht	47.35	11.7	536
Fieberbrunn	47.47626	12.54347	777
Ferschnitz	48.09419	14.98454	282
Fernitz	46.97389	15.50111	321
Ferndorf	46.73651	13.62661	534
Ferlach	46.52694	14.30194	464
Fendels	47.0539	10.67777	1372
Fels am Wagram	48.43333	15.81667	209
Felixdorf	47.88159	16.24208	282
Feldkirchen in Kärnten	46.72368	14.0958	543
Feldkirchen bei Graz	47.01667	15.45	332
Feldkirchen an der Donau	48.34524	14.05134	266
Feldkirch	47.23306	9.6	475
Feldbach	46.95306	15.88833	283
Feld am See	46.77639	13.74778	759
Feistritz ob Bleiburg	46.55	14.76667	599
Feistritz im Rosental	46.51667	14.16667	554
Feistritz bei Knittelfeld	47.26802	14.89334	638
Feistritz an der Gail	46.5775	13.60667	567
Feistritz an der Drau	46.70157	13.66479	508
Feistritz am Wechsel	47.6	16.05	492
Fehring	46.94	16.00806	260
Farrach	47.18333	14.73333	674
Fallbach	48.65	16.41667	225
Falkenstein	48.71667	16.58333	312
St. Ruprecht-Falkendorf	47.1011	14.01752	1051
Falkenburg	47.5	14.08333	665
Faistenau	47.77767	13.23393	785
Faak am See	46.56806	13.90972	558
Euratsfeld	48.08181	14.93154	312
Eugendorf	47.86765	13.12609	551
Eschenau	48.04825	15.56694	394
Erpfendorf	47.58333	12.46667	808
Erpersdorf	48.3421	15.91747	185
Ernsthofen	48.12915	14.48058	275
Ernstbrunn	48.53333	16.35	352
Erlauf	48.18333	15.18333	223
Bad Erlach	47.72722	16.21444	310
Erl	47.68333	12.18333	473
Enzersfeld	48.36338	16.42387	186
Enzersdorf an der Fischa	48.08502	16.60832	157
Enzenreith	47.66839	15.95249	450
Ennsdorf	48.21181	14.5029	245
Enns	48.21346	14.47612	268
Engerwitzdorf	48.34507	14.44204	322
Engelhartstetten	48.1816	16.88367	143
Endach	47.56796	12.15603	492
Empersdorf	46.99892	15.59959	359
Emmersdorf an der Donau	48.2414	15.33721	211
Eltendorf	47.0087	16.20239	241
Elsbethen	47.76464	13.08104	437
Elmen	47.34039	10.54318	985
Ellmau	47.51378	12.29937	791
Elixhausen	47.86667	13.06667	534
Elbigenalp	47.29041	10.43607	1053
Eisgarn	48.91675	15.1032	555
Eisenstadt	47.84565	16.52327	182
Eisenerz	47.53333	14.88333	854
Eisbach	47.11667	15.26667	463
Eidenberg	48.39439	14.23313	688
Eichgraben	48.17204	15.98391	294
Eichfeld	46.72528	15.76806	238
Eichenberg	47.53333	9.78333	881
Eichberg	47.38188	15.97356	566
Eibiswald	46.68667	15.24722	371
Ehrenhausen	46.72417	15.58667	269
Ehenbichl	47.46667	10.7	883
Eggersdorf bei Graz	47.12338	15.60084	405
Eggern	48.90829	15.14877	581
Eggenburg	48.63892	15.81903	339
Eggenberg	47.07	15.39871	369
Egg	47.43154	9.89762	544
Eferding	48.30866	14.02233	271
Edt bei Lambach	48.11667	13.88333	390
Edlitz	47.59797	16.14052	453
Edelstal	48.1	16.98333	194
Edelsgrub	47.03333	15.6	420
Edelschrott	47.02156	15.05266	793
Edelsbach bei Feldbach	46.98944	15.83694	304
Eckartsau	48.14507	16.79737	145
Echsenbach	48.71667	15.21667	555
Ebreichsdorf	47.95579	16.40705	199
Eberstein	46.80806	14.56	579
Eberstalzell	48.04392	13.98319	392
Ebersdorf	47.19852	15.96219	308
Eberschwang	48.15504	13.56194	523
Eberndorf	46.59139	14.64361	486
Ebergassing	48.04567	16.51709	180
Eberau	47.10764	16.46044	215
Ebenthal	48.43333	16.78333	182
Ebenthal	46.60806	14.36417	427
Ebensee	47.80716	13.779	423
Eben im Pongau	47.4	13.4	849
Ebenfurth	47.87738	16.36731	228
Ebenau	47.79073	13.17527	604
Eben am Achensee	47.4138	11.76138	959
Ebbs	47.63333	12.21667	475
Dürnstein in der Steiermark	46.98833	14.39167	663
Dürnstein	48.39582	15.51973	223
Dürnkrut	48.47315	16.85062	152
Düns	47.22353	9.71663	778
Droß	48.46393	15.57561	374
Drösing	48.539	16.90264	158
Drassburg	47.74645	16.48679	233
Drasenhofen	48.75	16.65	231
Dornbirn	47.41427	9.74195	437
Dorfstetten	48.32573	14.98218	742
Dorfgastein	47.24172	13.10223	819
Dorfbeuern	48.01667	13.01667	447
Doren	47.49278	9.87972	706
Doppl	48.24811	14.25416	273
Donnerskirchen	47.89425	16.64635	148
Donnersbach	47.46139	14.12972	694
Donawitz	47.36667	15.06667	763
Dölsach	46.82833	12.84528	836
Döbriach	46.78049	13.65738	608
Dobersberg	48.9151	15.32188	472
Diex	46.75	14.6	1016
Dietersdorf am Gnasbach	46.80917	15.81167	277
Dietersdorf	47.2	14.66667	726
Dietachdorf	48.08364	14.42874	302
Dietach	48.09018	14.41647	304
Dienten am Hochkönig	47.38324	13.00369	1064
Dienersdorf	47.23979	15.90142	342
Diemlach	47.4361	15.2746	493
Deutsch-Wagram	48.29972	16.56667	163
Deutschlandsberg	46.81528	15.22222	362
Deutschkreutz	47.6	16.63333	180
Deutsch Kaltenbrunn	47.09455	16.13145	358
Deutsch Jahrndorf	48.01667	17.1	129
Deutsch Griffen	46.85606	14.07501	818
Deutsch Goritz	46.75083	15.82944	244
Deutschfeistritz	47.19852	15.33623	414
Deuchendorf	47.46593	15.32172	545
Desselbrunn	48.02145	13.77027	423
Dellach im Drautal	46.7375	13.07833	618
Dellach	46.66175	13.07965	673
Dechantskirchen	47.41667	16.01667	530
Debant	46.83333	12.81667	674
Dalaas	47.12446	9.99104	873
Bürs	47.14972	9.8	580
Bürmoos	47.98343	12.91786	434
Burgfried	48.5199	14.2957	744
Burgfried	47.68004	13.11175	448
Burgau	47.14268	16.09643	281
Buchkirchen	48.22427	14.02242	337
Buch in Tirol	47.37447	11.754	553
Buchbach	47.69648	15.98425	488
Brunn an der Wild	48.69425	15.52008	443
Brunn an der Schneebergbahn	47.82376	16.15934	285
Brunn am Gebirge	48.10697	16.28466	223
Brunn	46.72944	15.3	330
Bruckneudorf	48.01667	16.78333	160
Brückl	46.75167	14.53667	570
Bruck an der Mur	47.41667	15.28333	572
Bruck an der Leitha	48.01667	16.76667	154
Bruck an der Großglocknerstraße	47.28494	12.8231	759
Bruck am Ziller	47.38998	11.85124	567
Bromberg	47.66539	16.2099	429
Brixlegg	47.42942	11.87794	534
Brixen im Thale	47.45	12.25	798
Bretstein	47.33333	14.41667	1024
Breitenwang	47.48713	10.7342	928
Breitenfurt bei Wien	48.13333	16.15	339
Breitenfeld an der Rittschein	47.03333	15.95	340
Breitenfeld am Tannenriegel	46.85	15.63333	308
Breitenbrunn	47.94452	16.73149	148
Breitenbach am Inn	47.47829	11.97372	508
Breitenau	47.73355	16.14338	340
Bregenz	47.50311	9.7471	405
Braunau am Inn	48.25628	13.04343	350
Brandenberg	47.49053	11.89459	918
Bramberg am Wildkogel	47.26979	12.3385	826
Böheimkirchen	48.19779	15.76178	242
Bodensdorf	46.69111	13.97111	549
Bocksdorf	47.14256	16.17784	242
Bockfließ	48.36	16.60389	167
Bad Blumau	47.11667	16.05	284
Bludesch	47.2	9.73306	542
Bludenz	47.15476	9.82255	567
Blons	47.22327	9.83414	902
Blindenmarkt	48.12749	14.98647	246
Bleiburg/Pliberk	46.59	14.79889	485
Blaindorf	47.17498	15.86795	348
Bizau	47.36906	9.92839	682
Bischofstetten	48.12222	15.46909	265
Bischofshofen	47.41667	13.21667	558
Bisamberg	48.33333	16.35	164
Birkfeld	47.35	15.68333	676
Birgitz	47.23536	11.29922	859
Bildstein	47.45	9.76667	474
Bierbaum am Auersbach	46.82949	15.79237	299
Biedermannsdorf	48.08393	16.34542	185
Bichlbach	47.42033	10.79042	1081
Biberwier	47.38333	10.9	974
Biberbach	48.03006	14.70795	356
Bezau	47.38478	9.90139	651
Berwang	47.40807	10.74735	1337
Bernstein	47.4	16.25	527
Bernhardsthal	48.69158	16.86951	167
Berndorf bei Salzburg	47.99532	13.06146	550
Berndorf	47.94567	16.10973	311
Berndorf	47.41667	15.26667	599
Bergheim	47.83333	13.03333	436
Bergham	48.28182	14.23141	306
Berg	48.10147	17.03842	148
Behamberg	48.01667	14.48333	348
Baumkirchen	47.3	11.56667	582
Baumgarten bei Gnas	46.91667	15.76667	332
Batschuns	47.27642	9.6717	795
Barwies	47.3	10.96667	862
Bartholomäberg	47.08333	9.9	667
Bärnkopf	48.39046	15.00479	964
Baldramsdorf	46.80111	13.45333	576
Bairisch Kölldorf	46.86667	15.93333	385
Wimsbach	48.06667	13.9	380
Bad Vöslau	47.96533	16.21359	262
Bad Tatzmannsdorf	47.33126	16.23067	340
Bad Schönau	47.49473	16.2341	477
Bad Schallerbach	48.22999	13.91925	309
Bad Sankt Leonhard im Lavanttal	46.96278	14.79167	707
Bad Ischl	47.71109	13.61893	470
Bad Hofgastein	47.17274	13.09871	836
Bad Hall	48.03832	14.20773	369
Bad Goisern	47.64252	13.61609	498
Bad Gleichenberg	46.87556	15.90861	295
Bad Gastein	47.11547	13.13467	998
Bad Fischau	47.83137	16.16707	284
Badersdorf	47.2	16.36667	261
Baden	48.00543	16.23264	230
Bad Deutsch-Altenburg	48.13425	16.90624	149
Bad Aussee	47.60998	13.78243	659
Bachmanning	48.13104	13.79436	424
Axams	47.23111	11.27892	876
Außervillgraten	46.7875	12.43139	1288
Ausserbraz	47.14875	9.90066	718
Aurolzmünster	48.24834	13.45533	405
Aurach am Hongar	47.95182	13.67291	492
Auersthal	48.37373	16.63596	181
Auersbach	47.01667	15.86667	378
Audorf	48.2181	14.27931	265
Au an der Traun	48.1802	14.11248	296
Au am Leithaberge	47.92296	16.55794	211
Au	47.7	13.06667	608
Au	47.32176	9.98067	819
Atzesberg	48.53959	13.86936	674
Atzenbrugg	48.29119	15.90614	191
Atzbach	48.08364	13.70347	466
Attnang	48.01667	13.71667	414
Attersee	47.91646	13.53953	490
Attendorf	47.00426	15.33897	383
Asten	48.21941	14.41784	251
Asperhofen	48.24583	15.92606	207
Asparn an der Zaya	48.58333	16.5	215
Aspang Markt	47.55	16.08333	553
Aschbach Markt	48.07234	14.75395	307
Aschau	47.26667	11.9	561
Aschach an der Steyr	48.01312	14.33544	426
Aschach an der Donau	48.36458	14.02044	273
Arzl im Pitztal	47.20712	10.76261	854
Arzl	47.28333	11.43333	638
Arzberg	47.25	15.51667	660
Arriach	46.72921	13.85046	880
Arnreit	48.52513	13.99487	604
Arnoldstein	46.54611	13.71	679
Arnfels	46.67639	15.40306	325
Ardning	47.5912	14.36372	664
Ardagger Stift	48.15	14.83333	332
Arbesbach	48.49337	14.95308	855
Apfelberg	47.2	14.83333	623
Apetlon	47.74394	16.8302	120
Anthering	47.88333	13.01667	445
Antau	47.77377	16.47984	185
Ansfelden	48.20969	14.29004	278
Anras	46.77389	12.56083	1296
Annabichl	46.65	14.31667	454
Annaberg	47.87134	15.37648	979
Anif	47.75	13.06667	434
Angern an der March	48.37778	16.82806	152
Anger	47.27422	15.69139	473
Angath	47.50758	12.06513	499
Andorf	48.3713	13.57412	341
Andlersdorf	48.18333	16.66667	147
Andelsbuch	47.41167	9.89326	615
Andau	47.77441	17.03293	118
Amstetten	48.1229	14.87206	277
Amras	47.25	11.41667	781
Ampflwang	48.08333	13.56667	540
Ampass	47.26251	11.46226	636
Amlach	46.81639	12.76361	685
Altmünster	47.90219	13.76415	448
Altmelon	48.46222	14.96552	884
Altlichtenwarth	48.64442	16.79664	217
Altlichtenberg	48.36001	14.25845	622
Altlengbach	48.15355	15.92606	284
Althofen	46.87298	14.47449	688
Altheim	48.25154	13.23406	362
Altenmarkt im Pongau	47.38333	13.41667	841
Altenmarkt bei Sankt Gallen	47.72327	14.64838	469
Altenmarkt bei Fürstenfeld	47.06638	16.04785	257
Altenmarkt an der Triesting	48.01553	15.99661	393
Altenfelden	48.48555	13.9698	601
Altendorf	47.65	16.01667	644
Altenburg	48.64765	15.59295	389
Altenberg bei Linz	48.37284	14.35029	586
Altaussee	47.63844	13.76278	723
Altach	47.35	9.65	410
Allhartsberg	48.02633	14.79009	390
Allhaming	48.15246	14.17022	343
Allerheiligen im Mürztal	47.46667	15.4	701
Allerheiligen im Mühlkreis	48.30215	14.65061	553
Allerheiligen bei Wildon	46.91417	15.55444	393
Allentsteig	48.69725	15.32756	547
Alland	48.05829	16.07901	325
Alkoven	48.28753	14.10748	264
Aldrans	47.25	11.45	793
Albersdorf	47.12166	15.69826	368
Alberndorf in der Riedmark	48.40607	14.41441	564
Aistersheim	48.1868	13.74175	436
Ainet	46.86603	12.68968	727
Aigen im Mühlkreis	48.64578	13.97109	601
Aigen im Ennstal	47.51667	14.13333	655
Bad Kleinkirchheim	46.81556	13.78056	1065
Aichkirchen	48.10944	13.79158	446
Aich	47.4228	13.82145	694
Aibl	46.68145	15.22619	382
Ahorn	48.52382	14.17408	832
Aggsbach	48.29404	15.40382	209
Aflenz Kurort	47.54211	15.23898	762
Adnet	47.69746	13.13115	487
Admont	47.57537	14.46075	642
Adlwang	47.99245	14.21742	413
Aderklaa	48.28333	16.53333	154
Achenkirch	47.52659	11.70559	911
Achau	48.08026	16.38611	173
Abwinden	48.25903	14.42625	253
Abtissendorf	46.99583	15.45639	329
Abtenau	47.56373	13.34599	717
Absam	47.29572	11.50593	650
Abfaltersbach	46.75715	12.52828	989
Schlaiten	46.87944	12.65417	867
Thurn	46.85056	12.76861	985
Untertilliach	46.70346	12.67758	1237
Finkenstein am Faaker See	46.57904	13.93496	557
Sankt Jakob in Defereggen	46.91972	12.33139	1482
Attnang-Puchheim	48.00833	13.71667	417
Obernberg am Brenner	47.01667	11.41667	1424
Mühlbachl	47.13333	11.45	1058
Ötztal-Bahnhof	47.23333	10.85	722
Leutasch	47.3689	11.14404	1135
Maurach	47.42124	11.75305	947
Gschnitz	47.04469	11.35089	1248
Navis	47.5403	11.1307	780
Ellbögen	47.16667	11.45	1132
Sellrain	47.21667	11.21667	954
Oberperfuss	47.24451	11.24755	812
Igls	47.23127	11.41018	940
Obsteig	47.3	10.93333	992
Kolsass	47.3	11.63333	555
Gnadenwald	47.31667	11.56667	859
Ehrwald	47.4	10.91667	973
Neue Heimat	48.24565	13.04172	353
Gaumberg	48.28085	14.26935	324
Berg	48.29278	14.24778	368
Lanzendorf	48.11056	16.445	166
Walserfeld	47.79222	12.98	438
Lehen	47.87083	13.01722	429
Heinfels	46.75	12.45	1101
Kals am Großglockner	47.00227	12.64552	1338
Gerlosberg	47.21667	11.93333	911
Gerlos	47.22464	12.03012	1274
Krimml	47.21799	12.17487	1066
Rohrberg	47.23333	11.91667	1201
Ried im Zillertal	47.3	11.86667	588
Hinterglemm	47.37685	12.59583	1063
Alpbach	47.39878	11.94373	971
Itter	47.46667	12.13333	613
Brand	47.10083	9.73722	1035
Rain	46.60528	14.38611	420
Kleinedling	46.81417	14.82778	439
Liebenfels	46.73778	14.28667	490
Frauenstein	46.81417	14.29417	1038
Eppenstein	47.12833	14.7375	725
Hochleithen	48.45317	16.5309	212
Höf	47.13401	15.49092	456
Niederschöckl	47.15	15.5	559
Sankt Oswald ob Eibiswald	46.70833	15.14667	754
Wildschönau	47.40619	12.03784	898
Langkampfen	47.54878	12.10127	498
